graph,app,l3_size,policy,status,delta_pct,expected_sign,min_abs_delta_pct,max_abs_delta_pct,tolerance_pct,margin_pp,claim_kind,citation
web-Google,bc,1MB,POPT_GE_GRASP,ok,-0.4881,-,,,1.5,1.9881,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
web-Google,bc,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.4881,~,,5.0,2.0,7.4881,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
web-Google,bc,4MB,SRRIP,ok,-1.3346,~,,5.0,3.0,6.67,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
web-Google,bc,4MB,POPT_GE_GRASP,known_deviation,2.6456,-,,,1.5,0.0,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
web-Google,bc,4MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,2.6456,~,,5.0,2.0,4.3544,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
web-Google,bc,8MB,SRRIP,ok,-0.5895,~,,5.0,3.0,7.415,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
web-Google,bc,8MB,POPT_GE_GRASP,known_deviation,2.6397,-,,,1.5,0.0,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
web-Google,bc,8MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,2.6397,~,,5.0,2.0,4.3603,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
web-Google,bfs,1MB,SRRIP,ok,-0.0552,~,,5.0,3.0,7.945,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
web-Google,bfs,1MB,GRASP,ok,-3.4181,~,,8.0,4.0,8.585,cache_policy,Faldu et al. HPCA 2020 Fig 11
web-Google,bfs,1MB,POPT_GE_GRASP,ok,1.0462,-,,,1.5,0.4538,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
web-Google,bfs,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.0462,~,,5.0,2.0,5.9538,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
web-Google,bfs,4MB,SRRIP,ok,-0.233,~,,5.0,3.0,7.77,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
web-Google,bfs,4MB,POPT_GE_GRASP,ok,-0.1876,-,,,1.5,1.6876,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
web-Google,bfs,4MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.1876,~,,5.0,2.0,7.1876,popt_near_grasp_active,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
web-Google,bfs,8MB,SRRIP,ok,-0.7768,~,,5.0,3.0,7.225,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
web-Google,bfs,8MB,POPT_GE_GRASP,ok,-2.5079,-,,,1.5,4.0079,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
web-Google,bfs,8MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,2.5079,~,,5.0,2.0,9.5079,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
web-Google,cc,1MB,SRRIP,ok,-3.8587,~,,10.0,3.0,9.145,cache_policy,Jaleel et al. ISCA 2010 §5.2 (scan-resistance argument extended to CC)
web-Google,cc,1MB,POPT_GE_GRASP,ok,1.2675,-,,,1.5,0.2325,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
web-Google,cc,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.2675,~,,5.0,2.0,5.7325,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
web-Google,cc,4MB,SRRIP,ok,-0.0003,~,,10.0,3.0,13.0,cache_policy,Jaleel et al. ISCA 2010 §5.2 (scan-resistance argument extended to CC)
web-Google,cc,4MB,POPT_GE_GRASP,ok,0.0035,-,,,1.5,1.4965,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
web-Google,cc,4MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.0035,~,,5.0,2.0,6.9965,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
web-Google,cc,8MB,SRRIP,ok,0.0017,~,,10.0,3.0,13.0,cache_policy,Jaleel et al. ISCA 2010 §5.2 (scan-resistance argument extended to CC)
web-Google,cc,8MB,POPT_GE_GRASP,ok,-0.0008,-,,,1.5,1.5008,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
web-Google,cc,8MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.0008,~,,5.0,2.0,7.0008,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
web-Google,pr,1MB,SRRIP,ok,-5.6679,~,,5.0,2.0,1.335,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1
web-Google,pr,1MB,GRASP,ok,-14.7704,-,1.0,15.0,2.0,15.775,cache_policy,Faldu et al. HPCA 2020 Fig 10
web-Google,pr,1MB,POPT,ok,-18.4003,-,1.0,20.0,2.0,19.405,cache_policy,Balaji & Lucia HPCA 2021 Fig 9
web-Google,pr,1MB,POPT_GE_GRASP,ok,-3.6299,-,,,1.0,4.6299,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3
web-Google,pr,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,3.6299,~,,5.0,2.0,10.6299,popt_near_grasp_active,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
web-Google,pr,4MB,SRRIP,ok,-2.2436,~,,5.0,2.0,4.76,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1
web-Google,pr,4MB,POPT_GE_GRASP,known_deviation,1.0627,-,,,1.0,0.0,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3
web-Google,pr,4MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.0627,~,,5.0,2.0,5.9373,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
web-Google,pr,8MB,SRRIP,ok,-0.3686,~,,5.0,2.0,6.635,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1
web-Google,pr,8MB,GRASP,ok,-1.2565,~,,3.0,1.0,2.745,cache_policy,Faldu et al. HPCA 2020 Fig 10
web-Google,pr,8MB,POPT_GE_GRASP,ok,-0.0356,-,,,1.0,1.0356,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3
web-Google,pr,8MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.0356,~,,5.0,2.0,7.0356,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
web-Google,sssp,1MB,SRRIP,ok,-0.5021,~,,5.0,3.0,7.5,cache_policy,Jaleel et al. ISCA 2010 §5.2; Balaji & Lucia HPCA 2021 §6.3 (extended)
web-Google,sssp,1MB,POPT_GE_GRASP,ok,-0.858,-,,,1.5,2.358,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
web-Google,sssp,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.858,~,,5.0,2.0,7.858,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
web-Google,sssp,4MB,SRRIP,ok,0.0019,~,,5.0,3.0,8.0,cache_policy,Jaleel et al. ISCA 2010 §5.2; Balaji & Lucia HPCA 2021 §6.3 (extended)
web-Google,sssp,4MB,POPT_GE_GRASP,ok,0.0001,-,,,1.5,1.4999,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
web-Google,sssp,4MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.0001,~,,5.0,2.0,6.9999,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
web-Google,sssp,8MB,SRRIP,ok,-0.0034,~,,5.0,3.0,8.0,cache_policy,Jaleel et al. ISCA 2010 §5.2; Balaji & Lucia HPCA 2021 §6.3 (extended)
web-Google,sssp,8MB,POPT_GE_GRASP,ok,0.0,-,,,1.5,1.5,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
web-Google,sssp,8MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.0,~,,5.0,2.0,7.0,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
